addresses,balances
0xc53a56131D16c9Bf33E3ee6Be29661b21668a80E,163.62
0x5500F8190bA14eF35c3F244Ec94aCC7C33643467,163.62
0x1A38AAd98E560370757cd6a8cC8210ce015A1549,218.16
0xe245aCBD31883D2842787F286D2B00c903b13E25,218.16
0x992fA1f4459042E59734C4e38BEc152Ff119eCdB,218.16
0xe3A09fc92E1F481df502ae08D72f5dD24d289009,218.16
0x0e54c55bdd32CE7Cb87d39e9BB529cFe43bDF4d4,218.16
0x610FBFC5D91c0c4beCc480c15cC1Ff871a5Fd19e,81.81
0x331cF43dDa2d97ee42bC28d5E1AD07e60D033958,218.16
0x07930E2AD3aB24166C3b7f7F5e7Bf5a02b9230fF,54.54
0x76546Ba2454Dbb19dB1c04529839e5938FfDE8bD,218.16
0xAd0EafEd5d671828d48D4b29Bf2Ea3E1673c7f70,54.54
0x64C5BE8DB95E38d56fb591CF50852D6FD2572b1c,163.62
0x89E3453C7d870f069f131E7D4a1206d7d9b395Bf,40.91
0xda6f4AcDF08eC28474C139cf3b58FCEc744F84a8,218.16
0x857259284Dbb61D7D38a2C83b856F039d7b1De66,218.16
0x0B534f1fB61418ea539cE0cF23598f5254bec409,163.62
0x900A7b05cB1e3fBCD699F8dF9c9399ff9d1CbEd2,54.54
0x79bd7d5599b4c8483606c11c66599d2F04253D39,218.16
0x0cAa11412D363A502d14FAFdb480Eca457c15F38,218.16
0x6f963A31Acd13ee0dc366441F555393a47341b16,218.16
0xb6e25930102B2dC978ad70eB60D4214598830728,54.54
0x70ba620d21db09d3343879c0E24c3303F45A8f81,163.62
0x61E97eF47DdE9a6ACeB59710ecAF42473dd61A98,218.16
0x23869C7B1a2ec904BA44273Cc511eB0F4b977801,27.27
0x548A2e0144fd2D1e1b3039FDB973BF79502270e0,54.54
0x326456A5fb4162A6D7015FEBf2694faa8A64FC53,163.62
0x9831DBD9172D96B4763ef3D435190A08970F356E,163.62
0x990270833B59DcA2b489B726FfA9080210a215c4,218.16
0x31a785F40dfCFfe1F3BB7550f76FBB4564e39bEF,218.16
0x5B83D446A1Fe23e460CD31F000e5331BF89E8329,109.08
0x6840e8cEbE0B99Fd6c3CE09Cf77FB46E9F1e995D,218.16
0xd1eE0449e383E87DC848F7a171A9F793A122A462,27.27
0xC23CD8cd284a334Ac954D1dBb00eB6C7d0A2Bedd,218.16
0x1292243eBc81fb51923164B93CF1AAD2a46F6E1D,218.16
0x2e3DddC06baFacb8F1AaFDe8f506599473B11a3C,163.62
0xb302D395e1D028bEbbF16793462E2178B1414615,81.81
0xCe5Fdb039d61eb2c4AAEcB362aC93C5A463435EC,218.16
0xf1e04fb622fC7E88ad9a06f238EF5f25b52f661a,218.16
0xe7F0075fD5769080A0544ee1c3f79f766E9a6778,218.16
0x4Fa946f8CE359949B9D84E5bc9DAaCaFBC81E756,218.16
0x01BE660ea527C13B3806ee82450F306582479B28,218.16
0x37aA82cfF5d0072007FcB11D802ceCB834a980aE,54.54
0xFbccF8d6f51753578D863aD94fd7a6E102A6Cd59,218.16
0x6Bc933dd09134a4b43b22CF19e0E27d2FE14cbf3,163.62
0x8c42Ca3bBa507E7e883Cb10F58f2C0f4b32C5134,109.08
0x03ED42Cd978950103826fB1d6F5Ae04521f44A42,109.08
0x043b08732239a3Cdda2D27D03670a242DaA62ba7,163.62
0x8488636d2BBd24f10573D7254E5d2Df9f43b1f71,218.16
0xF8ae2C78Fbcc62949a3bd1dCA8190a0fB50b79E5,54.54
0x1D4D5b71c6167A8d9b9B97BC9Be18110C06F3c7C,218.16
0x0649c8c75aea1148b3e51b5f7189ff49ff4b3fd5,218.16
0xEE49Cc89ee8fd5FFe2563253B9e0d04Bb260E635,163.62
0xaF4B2c60964882CBe2bCA5cc0a7dcB7492E7E845,122.72
0x2B1cbb0a2D9E2817F39900275EfaaBEc439Fc98C,218.16
0x3b74C1977843a60D1fE987716cbd0Ec1Fda4e344,218.16
0xc9d6EdeE6875F23287D78DC20435351688009726,218.16
0x2291abc84423087d75179c9a9de9e08674906607,163.62
0xeb98502f8C9F88453889AB4C80636697d073DB58,163.62
0x7cD7b91cEd906FE622902ec9870809FbaC87277F,218.16
0xfD2ce69eb11BaBe76F2Dc11B36eC7898639E663b,81.81
0x1857Ca18b6E57c0c785Aa81c211450caD48624Ad,163.62
0x113d3685b31619bac46ec16d1167603E9451515c,81.81
0xE3c273b1B6855003bA17D8bAF1c3501aA5Ce1730,163.62
0x975Dbc54638E9431fc0fe66BbCBbC6E0054823D1,163.62
0x5b2A53902C05eaa364d33A13508327CBbc206aCB,163.62
0x8272C140a862d135192EF358B30527cf3e996c48,163.62
0xFeb9456EE36a429D4Cc028F112150f0a8914295c,218.16
0xaA3206E403b331A8120ec494D89246d483E5B703,81.81
0xE801a10DC7E251BC66b4F6a78048271492F8Da11,81.81
0x5C4e8F91559Cc94f470E1506fe7730B46c1a53b5,109.08
0x0eD4F564388Ca44780BeDa5Ab79B0a191AEe6065,109.08
0x91764887eC47b0Fb6AD5EA0ecBaA56666cAD5337,109.08
0x3F7C14E402fcC3864D6e1aE1C4747ff1805D0512,163.62
0x2Ae4816BFACD44C758335Ab8F59c05d43c4a9976,81.81
0x308a2923C9997c5214ba830f860B87Db18D6645c,54.54
0xC9E93ba8ea2e02a21d0FFdFf30F94D286Cff69D4,163.62
0xf1e5412126C18178d0C5B909CD40502d7F0652f1,218.16
0xAF4dd82D67412728759f011769B4c6733850289f,218.16
0x83F12ea77eb1424c20722C730aFd110192D700b7,163.62
0x6Dd3c70D5C8A4273D8edd724F070480b8830a609,54.54
0x148fCefd2F7EAb230aE2CaAa45392e778EA69A49,163.62
0x3385C6229bAF578D480B2016aed2582304d5f7A2,218.16
0xA817FaBAC38D24Ea4350c14FA69DC3ebC44b6eFe,163.62
0x746A2f60B539966B2Cf85a05D0396329c6f0e55f,163.62
0xF5d0589E80507FE4F43A4DFe752c196b926A8a7C,163.62
0x065405774a3912D6adaB5F180ECbfa5118b9E452,54.54
0x7d5665bCc08dB222937b48cAb727c9AF0e5CFE82,163.62
0xD366079CE9f772fD1d141C370d43a392a473bF3F,109.08
0x339CeC8c3fcF7F8bbeCaD4514F33A4944E3934fe,109.08
0x8105C5aceCa3D48812f0afFE3D25a43dd7eBd47c,81.81
0x7C8Fa5F6FcB1882F36Ed3C7AEa301603fD42561b,163.62
0xB73F5d6fED57ef3b6A624c918882010B38d6FeF5,163.62
0x10d977CC35f22bB8A6288c9a7114A49A07d8f120,109.08
0x58F8b20A0165C9C48d425cd9b5ff5aBb6F009B1B,109.08
0xc851Bd4A5ef2F6cd2B0C35bC711EC5EdA88A128F,54.54
0x46133E7fde315c18b79D9931B19dB16D866dcEAa,109.08
0x543aB04B48efDBa32422BD5e237ff2b74131D7b6,54.54
0xf7F636688e5E072EefAB4f789b3DB3f8F69b15A1,163.62
0x990DeD4A5C6deD7387F04820725EB789904BB81a,109.08
0x3d52bD0Ab95bE036D788cDD752C696653e99C93D,163.62
0x624E1336873749f13C4DFF5E4d05b85f1E8E9255,163.62
0x8215f32b3308dc0b63F560F03aA33e889eDD58f1,109.08
0x8A9a4C59D0002bbc458168F1013122E5e97Ce57b,163.62
0x2DcC9368d248326395A04e7D0A8073BcEe7eBD34,54.54
0x3F0444D7484C30F51025a35D6a0BA05AED431902,109.08
0x19108A1Ca3fA3eD33eceEDCEE30cD44678EF9fFc,109.08
0xe93A0678B4604018Cf0BDc7F4bFc548ca53DB11A,163.62
0x9e6F08Deaa99C9F53D98dB4B23600d7678df8E73,163.62
0xf1003d7ba9217Bd25D32589B88e450D18986B6B6,163.62
0x5733EFcaD5c6F11d8B43261Bf04cE772C94482d0,163.62
0x03a3d5d13B6A1B13b80Da75979a5AA5912defFC5,163.62
0x5ED042CaA3A6816344f0FF1274FcaBd4563445c0,109.08
0x978d4cA8930F6E3335904C2B9a73963E33f50Fee,109.08
0x0c05B440703082f5655cB5758ceb4e199A291e05,163.62
0x6f1C13945ACcE943E5A9f787762e6015e3C0BDCb,54.54
0x5078069d37648cf5D48194296e4539484C2ec346,163.62
0x62254bA024BfC7D61FC4b6443Fe9D80E3061B1C4,122.72
0x5Cbe4AA674fb6DDd9320bfbac72CdD745c812FF3,54.54
0xF1D21e4836a6B35d45A434de12204405D7d11Dc9,163.62
0x8dd02A7B001d7A6e95928dBC9a068A2271b35765,163.62
0x172B8a78f12ef9eDb784eDD637449256336d5D74,54.54
0x915ABe57D670036cB3a1Da6bE56f035A0Dbd7894,163.62
0xcA3F8647f6Ea69371cE9243eCC4aDE4549CB33e3,109.08
0x0749583B443B5b85Db543902473ef12Da150C4fD,109.08
0x43Fa282f35209f4aE6797fDae648375b626f5af2,163.62
0x2aba839284cb689dC9FE4b438E163Fc926Dd2450,54.54
0x467a8f6287dA4944c5940d18fFfA425061FD1468,54.54
0xBa6eB6F17a4CFd50BC98CCaCCB6B5b6630220C9E,54.54
0x319FC468c582cE3dBBa4904fb1eC7EfD4Ed9d57C,163.62
0xc4e5AAA04130f9B61Dd2Cf41ea703AE4e20CDc9b,163.62
0x16165157d2DAC095b870A6Ee2751E521d066A5b6,163.62
0xf329D0cebdB93Acb4B54c460AEd3FF64B0a3C548,163.62
0xF0cEFf6801484023aA354bab9ff5775ef248d798,109.08
0xF9d8bb330FFEBA43036F037C82d8FcA1d5834C77,109.08
0x582C5C7a8E408a117CE522199500D8373B2eA104,54.54
0xE7B878617dC7f21e28336741b8a581D4ED46FdD2,163.62
0x887951ceac0A1710936FD2dAf98Df10A312A3abC,109.08
0x1ccAcfd4f9eCfe06f52a8cc0f32667B9d94DcC44,163.62
0x34B5cFb37A1D1E8116d0aaBdDD610345bb844B33,163.62
0x387789AB9d1fA71d066241Cdd4257147018bAB0A,163.62
0x60D08e28942d6a97d081942bCd2313AA74AcCD23,163.62
0x922423A8b28972519eCe727Cf49f94ddb55FAb34,163.62
0xCeB2B8AfA0532bB878f16A2F8D88f0e9d8C59538,54.54
0x49fAe5eA6d76768070F885CB645c69A9F82D511e,163.62
0x28d885cb9699182A336055Eff2B1DF8241EFC05D,163.62
0xda4AF6700156242260Ac5782d98739a0089D0fe4,109.08
0x53C764F3769056A5454f07f94910C9662942e66F,122.72
0x24DEFa79e4F919814e779aF5D015C20F179AbDd7,122.72
0x9012ef5989471eB95dD5bb42D62D024D2F1C4199,40.91
0xA037944C5b77811D5435a5b193Df2c0f5bC3e604,81.81
0xfFA31B81129d0D5d98Cd016B6E3aA4F7437E79df,163.62
0x5F876B11BDF1407d7e093fb1C78acf9961B634f2,54.54
0x94E61DE2cab67519e447DDD916863c7ea4750f26,109.08
0x1EB484Ca7683B27496BD4cf58CAB3F0658b15487,163.62
0x0BAe01016E7fAf733D09E20aC8257c4b15e757Cb,163.62
0x2132966250e22794a77E91A2779E6E3Be64E3e70,81.81
0x36bfe38236D47fB4830068CB2B17E9d1dB1d8542,109.08
0xc549A931d2fAf9d4989a5E0716F4B9662C518276,81.81
0x207792dB56491a197307D57F3aBA99447B705D51,163.62
0x3048f4df77e4E3e39f4Dd23B6D0e04AC0a78eeF2,54.54
0x63b4165C97f45266CF80c71A6cE80d457eBF181A,109.08
0xE7618B9007e3Cc1c1571EDdE3A5427Dd9884E134,109.08
0x08425B60CEfE07Df6b6992ef6E89831dfCfBE8c6,40.91
0x567aB7Cda9082bB40e8E30B0b9d52C687e78bFBC,163.62
0x327BeCb655103605b84Aa427429F265e5c572F86,109.08
0xf8B54ab0a6E0542B297df4Ca93BEE05aF869DAF0,109.08
0x84bccE15FDA82c51173B763C03c55fa75826E0aF,163.62
0x0610AD1894d924625154ACd3622747Bc0181B78b,54.54
0x5732d505FAffdE2f8df9220AF6169DCc69C3aC09,109.08
0x048c13c2902069B79A1C9531bb8c0c6c11fb4218,109.08
0x59A20DBc69C0dE1F6c0DB2C91cd83aa02aEbef67,109.08
0x05C08f86C0e38d617B4eDEC9126B93995B904937,163.62
0x9Da9Aa2871E2A2478620c4c9c2B52F1f1e487671,40.91
0x973369238FB333C744747F7adb1973C54c2972AA,54.54
0xdcD5091031Bc87333bFf10034927d5Fc8fa74190,54.54
0x21aF4E980B15d8a1E1501252A432Fb7F56585cea,109.08
0x9351ACd4A838B990050F4e3ce06a6DEAa05c83bD,54.54
0xAF0af683B6afe62494bDACdc4F9BBa9C4a5EdC7D,163.62
0xeC7EbbF7413BB5AEe3932e058bA9Fa3717716D00,109.08
0x6166080ECE138205CD2B6172f267f29ED570C308,54.54
0xF0FFf892cb0b7080141aF10859e646b1E0d02cbb,163.62
0xcabBFB234E3D73d98DF7F116a3Ef0A920b7cc34D,54.54
0x2f7b74b7f3Da50dc2FdB5B22c043fD974c7527A8,109.08
0x644509907B6de6C4Da1C70d391b452e25209d4cB,54.54
0x252aF170E1f11eB7bc7681DE8B54490890f6A15E,122.72
0xDEd090d40dB777F7995E55d04e72560f76816149,109.08
0xEdC8C1b466b636d8Cd5874729956743e2e640DAb,81.81
0x3231A497281c088262daA5BDA2a0Bea3c78f19CC,109.08
0x295DaDF5C104413fF10A099bEf43b94ee3c83EE4,163.62
0xe6dC466bFaadbC15CbA281AdFd917308E57B8adf,109.08
0x18eF4786E5317dF70c9CDd1dC9F0F41665860cc8,163.62
0xDCEf7d27bBaaE609accDAf43CcF41b042bEAFfB4,81.81
0xb97e941C431bD1B0dF521bb0991A4b3F0607B3D3,109.08
0x7c8C39D44444758A9a089565cEb41B5aD8930F0E,163.62
0x8B58942793F47e8aDe1F7bba457511e6E13b955D,163.62
0x10007daa5a4cC76f8FcB9535e0F0F8b20AF2aC85,163.62
0x9EdBE5b26fdE6d219751070565f002e140DbA020,54.54
0x19c36379e540ec24fc2FF00A2cAffa3fbe09D6f1,109.08
0x9786C46E38255f9A38D8AE0fae4AdD4083a42FD4,54.54
0x0e7eE4e49284fDb8338488C5e66E9985F8e174bc,54.54
0xD896C99c0E6E0ec6F8207eA8eaCc1C86094Ee2cC,27.27
0x5d627fabfb9685143990F6D9C5Ab579dE779D80c,122.72
0x5f6087056954d96ff4D0dE5CfeF19F18F81c64E2,109.08
0x4b510b73430c32704ec08Bf7A3a36125bC414B0c,163.62
0x7643383077ce81EEC3C0975CcF0b509683C92E4b,109.08
0x7E5Ff33aB9F2D9BEf3EC2A327c4C7c1B155FDc80,109.08
0x8E86A70B5F0441a7DD7C676343d6075Ac8Db8361,109.08
0xF90FE7bA906679Ac345Aff7106a62ae3600ac22C,54.54
0x6e6bFc8F389a1259fc6c7Af7f454B49603c097C6,54.54
0x937fe2c8bd616344a9Be33fDEC04D6F15f53c20F,109.08
0x026ef5399E4Fa50839dba656cC1Be95b13a57903,109.08
0xEECb70153bacf816FF873B9CA213A8ad27d62375,109.08
0x130A521A25612D7299412D962242584e98286764,109.08
0x3c599De536d48D45DC3648Fa816aA05e23407Db3,109.08
0xB57dF41b1386A135C6f9C003162Ff1709A296D40,109.08
0x2bdee72e3586cF2324303DF7eA35ffC9CC6Ae599,163.62
0x06f71914505f56CBe8b4ae2CeEf6f01aF86d5B24,109.08
0xBe5cC9885477b13a21Bda98119f8E717fC6e70c2,54.54
0x00f63C91D9fF500291ac19117e406054071c7850,163.62
0xa0cC06297C30674ab63FCB6543f23930Ac39A9F1,109.08
0x7d89AfDF195BD44d9EFEb91110d59c763bB63F1D,109.08
0xDD31883A2F179A3599cFB39a3c2928a8d5986907,109.08
0x9860Cfb128b0491F78372C269b2a2748af1e1680,54.54
0xf1eb1B85417cdce454F7077D14874158d6fF568a,54.54
0xEa5510c0193f8B7404f45F05873b549Cdf536A50,109.08
0x9EBDDede91a67Af544932b22505c29F0bE34261b,109.08
0xA651D1601197F34CC17441707631D39a36CC055F,109.08
0xde5b2C30E749be68508CD34BCF77D89e5f86b1F6,109.08
0x0BE5E981647Ea827F7B184e74306106d9FC3A461,109.08
0x03Cc9BF2E9F40368a0186507A21470a99f0F2b9F,81.81
0x8a60911C82aDaD9993abf4dB0DFAEFc14f382083,109.08
0xB715eE3832302Eb7Ac01bD1981c111A335A08e55,109.08
0x5E3260934D9fC3E7eAE9F84Da1f35b7CCF0763c1,109.08
0x7e6574B16a5b9Ba992E1353c0C93aCC92AAccCe9,54.54
0x85011e9702F9220E06acafF6Ab5c9eCEdD0a5A29,54.54
0x282EfbAc8Db52b1D734aAa1a55553cbd4CD187EE,109.08
0xea2621e22eAB7A6B63035d6019EB428511a6Ba6f,54.54
0x3b60cC0Ca74943159374717E31DaA548Aeb97d39,54.54
0x2843B05Ee2be396AC5FEc90a20D45D553e4c99ba,109.08
0x881F3AdaC934bf9e62CC0207c05b696f5C6e1278,109.08
0x1bB9Cc95225bd24b15F578119d40f3b5A2b620D8,163.62
0xA5b27022De12E2618A7bF57d28EC104Daf483f60,54.54
0x1262fbf5Fc5E3F669AE81B1D48Ab06495556df2e,109.08
0x097F3ff80295864E4C19224900151d6d71724A78,54.54
0xD382c13b2FEB6c753d0565C4F8e2583ecBAbe144,54.54
0xAe7668449Ed968c5F28e73704Ec7aF79b3ce4F2D,54.54
0x7741D029B67cD8c6c57FDab85a03A96fae0c871E,109.08
0x179C7521906Ff83014f610E79a5977586F057393,54.54
0xbd95997035bB5640B5782a6d23619cE31D87A232,54.54
0x5a75924aF830a9D95c54B6E8520b652C52377A4d,54.54
0xD6FB610EC2b7938523dde9a3B2E000608E12E615,40.91
0xa3bf026594a82846d6c158575eA7c849678D00fC,54.54
0x00531EEC53d0971902182091ab4802825645dC7b,27.27
0x4D1beb6d8504588EF525372F68f56A784784Cf93,40.91
0xAb9ed3F16f9643E1DbE92df2A8d66b0c70693083,109.08
0x0d9E1e943272CFCdB4cC83712650683A740a38f2,109.08
0xD4E61AedFdDb10cE03A3B37c505CBd4eAbC37266,109.08
0x3dD4751117D8d62B905bfE04B36Ad84979e32Eca,81.81
0x8D7B814eEA2BDf6E984656327D5E0838993Eb06C,54.54
0x1d3Aa06154DE5d00F5aC2619DEc52939286eFb31,81.81
0xbe40A6F726Fb6360157E104F62D19Bf8207A13DF,54.54
0x1EfC7e55DaBC3DD54Ac67cFfD21064d52F7aeBc6,109.08
0x42426BD66E86261D9ED3435FD52F881993aC9163,54.54
0x4Fdf951564C45Dd5d8bfA9e2e0fB4601a2b538D4,109.08
0x1bC3510482b1045D5C75d9A53a34EdFBd2beF3f1,109.08
0x9074EEdeEecC6f2C3C381E40a759F6386093f20D,109.08
0x9ed2C2D47703B6475F014C7aA02921A18A931A04,54.54
0x34754820E7c6dA7bb0861F074Bfe591b26981E8A,109.08
0x21B1eCb71715a79d2C3851FbcC739596a3197D93,109.08
0xff6fC474F89473DdeAF5FeC9Dd73B94C5B863dC1,40.91
0x28e51D9c52416328D6d9d31deC414215B9217204,54.54
0x0a1F95AeEC2D3342b44BCC5dbBE685978a576306,109.08
0x99A03312Ee893389E7588B8623306A4e7Ab8E59D,109.08
0xC36DC9530c835fC3321d6baa121713C8F53bC955,81.81
0x0A5a494AfD35cC3b461af226577deffa1aaF58ff,109.08
0x0133d7139FB438f4d46AD182439FE18a73A66BAD,81.81
0xB51D91599d058dB2B1b070e3a25fe514BE45Ee98,109.08
0xe15ea3dD0D2C0AE5Ea36AcA5df2b33090fa28F56,54.54
0x06Dc0CBF44EED256C5975210095be703504a4541,109.08
0x48edc230D7E25CE1220723F29EC03Bb95Fd81aF2,109.08
0xCeBD2f6F889cC7b3Ad3DC4914752e64D83557FBA,54.54
0x0abE1c565cAA471201EbBDDAb395810c896E7452,109.08
0x94bcCe2F7b953769D0Cad98CEc684e3eFEf1C277,54.54
0x13ae863A059dcCc411624dE20E1e2CD2E6823B0C,54.54
0xf43361f969e7EEDe628461bB8721Ff100e82CFe1,54.54
0x7c5d0E3A92fCE3f83684a3E6aBD38259304518e2,54.54
0x34e63fC43969dDcBF89148797bFcFD4001F2B870,54.54
0xd586FAa55F787518B0fEeff12788F40CA7d01f74,54.54
0x15D71dffABA72eDA2e7ea01Af792Ecb862B42E60,54.54
0x4BFF7264A746ea605e1c4F570a770Fd92E797364,54.54
0x918B357b0b20571e8F850611fe32Dd710f133ae1,54.54
0x47ea3d8D172790343b60f9F16143bD329DdCC392,27.27
0x52ac2f74e5F7920250d30FBA4131b8c4e6f4597A,54.54
0x22fC2a9adc57E355f556707aEaAaF8b68a16Bfb5,54.54
0x011551AD812677C1FA1f8602D082B797683bA457,54.54
0x22cD37a8c9CF0131d957BeB6Ed9b6851C717C294,54.54
0x11f7b678d302EEcf93F0b189DD76598AbE73a6C9,4198.97
0xac2498B30b46D215d5f764eF492635FF071451c6,1130.49
0x0f3bf8d677a56a4D7f9678D5BD7B8abf6566AbA4,4198.97
0xaC340Cbf45502e509ffC5F213c882516C964202A,4198.97
0x6B708EAeFf9De37763eFFb83FAF1F37ED4C55A87,4198.97
0x5Ab7B980d02574F2A833f944C380666e1639D3b8,1130.49
0x586634c272DFA3894Ee9B99836541DeE35660F34,4198.97
0xcec87c07a6946ec56e4efcc22adc040b4c4c4fbc,#VALUE!
0xF7d23C87270068eB8bd9eAa30e0e65A3E0F00A44,1130.49
0x38e4f745d85077976aab2b7d0c3da101024165b8,4198.97
0xdd3b9be91ea4d427e62c3fa3f2b27b5290d98f1e,3229.97
0x621796B42Dc6c3E8Ce78E173cDd357CA3d88EF6B,1291.99
0xB93FF06b247AaC3b93AEE4aAe427d0766E40AA89,1162.79
0x624a56f9e837778E629b6a0aF3239B6451650a48,4198.97
0x774Ade1735D597f6999D3E5Cb84Cf45CCb69ba8D,4198.97
0xDdf1359947627f33d10F2426cEdacc8a853EA04e,807.49
0x6cE11f9B5B5D8657f681120f1Fe9B974AC32fCdD,5329.46
0xb9De3BBF582bb4D3661F12aD50790daEB680117A,1195.09
0x5c1F947a2be31BD5cdfE449994aFcaD0E03629A1,7.99
0x513284cbB1984729660D219bd0926dE11E4Cf1E2,7.99
0x6f73F56499fA780CcCE4EbF03f75B547d371c279,7.99
0xA0676eDd171904F489D7E76B554E11E0167397C3,7.99
0x1fd462D09D3027849324e344652Eca4F9188B127,7.99
0xe1950cB15faacAEA071b5CFD2e47BD343D166348,7.99
0x4DBb33306674F04065f4033dc50Da4d39E85bfD8,7.99
0xd6C93A3148140dB082a17C2Bb100E66acaAAEE0b,7.99
0x8F898fd36E6eD47068246acBd58640863a6ca0e1,7.99
0x28288818a01077b7ac1B3B4a2f23304D36a8CD46,7.99
0x9f767a26303ABC0b1d37Cb7d6520B03b320a5166,7.99
0x2fFb1b6c38a74990EA2e2Fb084446EFB33fbEF63,7.99
0xd77A4fBfF64f158AbC12deAD6622574e77b56b13,7.99
0x31bE0aDD6Bdf76f31f10De6dEbc11011147a4a8B,7.99
0xfeC213eFEf1f2DcCAA27E523aed9f2F1e2F537,7.99
0x4160F81fc18edC88654D01cE38B0320884C45d52,7.99
0xFb7501Bd973C71Bb54619F66229A95be19D0008d,87.94
0xB42c77461DaFed3b6c82B929fD1370b6e0C54A73,7.99
0xc7f81C5A4D142295eC3f4052759d505f71A06826,7.99
0x66FC97180D47a9e3D881CC584249287d3Fa98C35,7.99
0xa1d3127ff966ea3bc5dbc271290497444594ac8c,7.99
0x8c6dF2fD469F88bC5c214e37bd2F23851f96809e,7.99
0x74F192ab00790F4dfCD5a0F6f4273c9717D20c78,7.99
0xA704e8EB038A822bD9D980Fb258bC4998dfc8578,7.99
0x71c209B11362A00FfBfE8d4299B9eE7b39DC3008,7.99
0x8f9b9b837194c82a1319482e7b99ea5ec5013e2e,7.99
0xb04809441F04b845f3f1c3AB477D769545C50F4f,7.99
0xD8fB18bb26cD0544Feb73A5263619a963adf1f0B,7.99
0x011A450B03618155856c048108FCAa27E0A5811E,7.99
0x113c08F781445f0FE564d5fBA0579ADb4584E756,7.99
0x616c9eBfaeE942e260f32D64ff6D4380BD619E94,7.99
0x4DC8667F70771D46FB56b4E9079796fD26DE9d98,7.99
0xb011944d0340437956c1b046019f91e5d2a5612f,7.99
0x8947Cb8880D3b6017Fa0752f797E50911745bd9f,7.99
0xAc786CD294D745ACC7FF971bCb13EA22A85283cc,7.99
0xc2df7e228c5f4651005ae1aeb6f443e64920893b,7.99
0x74bF9a0E4C93dEc132c185892D64a81327Df9Ca7,7.99
0x9D03029D2B9c5A3988a5b9c07820d0bA720E66EA,7.99
0xa118be9E8F07115D702B9f0C7925D819e2b5F0fE,7.99
0x7259Bbac200507875A5dF97132815F52C66417b6,7.99
0xcDe09b756ff634dE039e8B423352EaCa740b7ef8,7.99
0x32D9084B123dA704124a49A00d3685749A28C126,7.99
0x32C235751A2C9C7f472d6eC6068E1608b6a35aD9,7.99
0x0e4345dd827AaeCfB1b326900bb7E045bD680459,7.99
0x4b85fb88a08bF7CCA0A5e032a4521F59eE3e7Ba6,7.99
0x993eA540ea710d38C37c38aaEb39B2A4CD6c225B,7.99
0x88b4CdC706B605ECf7dDc2f63e66B9AD9D91F23B,7.99
0x348d2ebfDf8F07A8e6C833a08B01b5DCEFc47eE0,7.99
0x27cC7BA79D1E271c46e00Fb4Ef416ec0fc7A33d5,7.99
0xd8465846f159Dff03fe66280596a1ccf91ACbcC7,87.94
0xf9c727ddF4a4B26F8711325368cF86C3952af8Ea,7.99
0x70fEdf709E894AB0799e2F9BDB04dcA5B4A4Ed62,7.99
0x5F876B11BDF1407d7e093fb1C78acf9961B634f2,7.99
0xD3da16359E264e21A76B543933e3d176bd7D7B2e,7.99
0xd213f7Af57f8034f415D990Da387E95c51b89958,7.99
0x134E931A2f7Ba4df62E07ba66484dCbBE0776158,7.99
0x8D28f4f2caA709B5A9973442A1861dEf030A5a8f,7.99
0x87E6Fb3d32594a5BEb3b66553897121BC4e83791,7.99
0x69b34F74bA1eb13Ec0Af13Ba574eCe52e08BB2DA,7.99
0x2c4F8E85D1556Af6DCeF8b197681F057432e62a0,7.99
0x9ABEdCbF93551f79780217DB5562643Ee3cd766e,7.99
0x3a6Db2feb34C6cdaC1e2E483E1a1edaA480D4406,7.99
0x0a455B33A2e4585B71596c07B88f2257D0929304,7.99
0x01ff6562a7242A282f4AB61ffb93502e01E312e6,7.99
0xD82d2D14150489d76f21b15e5C0aE3Bfb5228dfc,7.99
0x691fc6581461a5a3f8864187c7C87b6BFab7041E,7.99
0x6C2308907aFDF36Af0a017d9Cfe43c824f7fA871,7.99
0xe4168F21d472854777172C4e708ea362Fba3c2d9,7.99
0x66c2C0D9d680C0ecB6a6D454a1488F0Ed3dC378f,7.99
0xF918e2c7b8D363De8491D193A32af6654B2cFcEA,87.94
0xD5918f85c4100F8E5522Ead21c43F225F03986Bd,7.99
0x0e54c55bdd32CE7Cb87d39e9BB529cFe43bDF4d4,7.99
0x45e71723dba56f15308a5e94937c0f5420443499,7.99
0x76546Ba2454Dbb19dB1c04529839e5938FfDE8bD,87.94
0x857259284Dbb61D7D38a2C83b856F039d7b1De66,7.99
0x70251896fBacD56414B03432F9dFa1187515e060,7.99
0x0B534f1fB61418ea539cE0cF23598f5254bec409,87.94
0xde6630439A772f15F0077Eb3531603B18f1a09ab,7.99
0x900A7b05cB1e3fBCD699F8dF9c9399ff9d1CbEd2,7.99
0x79bd7d5599b4c8483606c11c66599d2F04253D39,7.99
0x5D8b514502F101e56D34b1d3d573669A3aD19149,7.99
0xdDa338C4D20B62360036b56499Bb127ceE343fD7,7.99
0xCC2b35A977889Ae952E7Fd6dcfdB15D130De566C,7.99
0x9831DBD9172D96B4763ef3D435190A08970F356E,7.99
0x990270833B59DcA2b489B726FfA9080210a215c4,7.99
0x0F973da4789F7052F3efF504c8ee826bF7510b5d,7.99
0x9E2006c37ca27E4F61613887F32EEB4A9aEa27be,7.99
0xb1407F51037B1Da2D7572394A80acbb15C571d1F,7.99
0x25977DA0749df96370178BbEC55B1fA57aCd491C,7.99
0xC916Ae29B63eBBb3440e6A1f1b94768bA6c67528,7.99
